City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
501,kokopo,-4.352,152.2633,26.07,26.07,76,5.07,PG,1688645063
502,sur,22.5667,59.5289,30.4,37.4,13,3.33,OM,1688644812
503,aki,33.5,133.9,23.97,24.82,100,1.14,JP,1688645065
504,castillos,-34.1667,-53.8333,14.95,15.09,100,0.61,UY,1688645066
505,mount gambier,-37.8333,140.7667,10.18,9.66,100,3.88,AU,1688644745
506,suixi,33.8907,116.7747,25.95,25.95,100,5.6,CN,1688645070
507,benbrook,32.6732,-97.4606,27.01,25.79,75,5.66,US,1688645072
508,nassau,40.7507,-73.5829,28.15,26.28,0,0.45,US,1688644810
509,yigo village,13.5361,144.8886,28.19,30.41,75,4.12,GU,1688645075
510,bintulu,3.1667,113.0333,28.23,32.59,40,3.6,MY,1688645076
511,peniche,39.3558,-9.3811,26.27,23.14,8,5.62,PT,1688645078
512,newcastle west,52.4492,-9.0611,15.81,15.12,100,8.32,IE,1688645079
513,ketchikan,55.3422,-131.6461,16.26,15.59,0,4.63,US,1688645080
514,kondopoga,62.2057,34.2614,20.82,19.9,56,4.84,RU,1688645081
515,tillmans corner,30.5902,-88.1708,25.04,24.44,0,1.54,US,1688645084
516,quiruvilca,-7.9667,-78.2,1.87,0.63,26,1.34,PE,1688645085
517,gubkinskiy,64.434,76.5026,28.01,26.97,5,1.42,RU,1688645088
518,adam,22.3756,57.5233,45.56,44.18,51,2.12,OM,1688645089
519,ulan bator,47.9077,106.8832,18.07,17.58,75,4.0,MN,1688644879
520,longido,-2.7333,36.6833,24.06,23.59,70,5.91,TZ,1688645091
521,cabo san lucas,22.8909,-109.9124,27.61,26.61,4,5.12,MX,1688645092
522,al hamul,31.3115,31.1477,32.17,32.52,0,6.98,EG,1688645093
523,suva,-18.1416,178.4415,18.71,19.09,20,2.06,FJ,1688645095
524,dayr al balah,31.4166,34.3452,27.85,29.34,4,5.37,PS,1688645096
525,katsuura,35.1333,140.3,24.1,24.84,47,3.87,JP,1688645097
526,meybod,32.2501,54.0166,39.01,35.9,0,6.39,IR,1688645098
527,usinsk,65.9939,57.5281,20.35,19.77,100,4.17,RU,1688645099
528,severnoye,56.3491,78.3619,30.35,29.64,16,5.38,RU,1688645101
529,luebo,-5.35,21.4167,36.29,34.87,36,1.3,CD,1688645102
530,tabou,4.423,-7.3528,25.5,26.27,100,5.49,CI,1688645106
531,belokurikha,51.9959,84.9896,23.7,23.51,90,1.85,RU,1688645108
532,guarapari,-20.6667,-40.4975,19.94,19.4,21,2.39,BR,1688645109
533,kharkhorin,47.1975,102.8238,11.26,10.95,100,4.53,MN,1688644697
534,wanganui,-39.9333,175.05,5.89,5.17,3,1.34,NZ,1688645112
535,yelizovo,53.1873,158.3805,12.08,11.95,75,2.0,RU,1688645113
536,springbok,-29.6643,17.8865,21.57,20.17,96,7.94,ZA,1688645114
537,morrope,-6.5417,-80.0111,22.06,22.67,9,3.37,PE,1688645116
538,tvoroyri,61.5556,-6.8111,11.01,10.49,100,7.71,FO,1688645117
539,verkhnevilyuysk,63.4453,120.3167,20.13,19.77,83,1.25,RU,1688645118
540,ancud,-41.8697,-73.8203,5.45,4.62,31,1.38,CL,1688645119
541,ostrov,57.3439,28.3537,25.85,25.57,70,3.01,RU,1688645127
542,chernomorskoye,45.5039,32.6997,30.17,30.83,65,9.68,UA,1688645128
543,mozarlandia,-14.7447,-50.5706,24.8,24.09,6,4.54,BR,1688645130
544,henderson,36.0397,-114.9819,28.7,25.75,0,6.17,US,1688644923
545,mongoumba,3.6415,18.5936,30.64,32.22,70,2.23,CF,1688645132
546,tam ky,15.5667,108.4833,26.0,26.0,16,3.91,VN,1688645133
547,broken hill,-31.95,141.4333,9.3,5.8,5,7.84,AU,1688645136
